1	102	Cifar10	pFedMe	0.6	3	3	2	Cifar10_splitgp_pat_rho0.6_nc50
2	104	Cifar10	pFedMe	0.8	2	2	1	Cifar10_splitgp_pat_rho0.8_nc50
3	108	Cifar10	FedProx	0.0	3	3	2	Cifar10_splitgp_pat_rho0.0_nc50
4	110	Cifar10	FedProx	0.2	2	2	1	Cifar10_splitgp_pat_rho0.2_nc50
5	114	Cifar10	FedProx	0.4	3	3	1	Cifar10_splitgp_pat_rho0.4_nc50
6	116	Cifar10	FedProx	0.6	2	2	1	Cifar10_splitgp_pat_rho0.6_nc50
7	120	Cifar10	FedProx	0.8	3	3	1	Cifar10_splitgp_pat_rho0.8_nc50
8	126	FashionMNIST	cwFedAvg	0.2	3	3	2	FashionMNIST_splitgp_pat_rho0.2_nc50
9	132	FashionMNIST	cwFedAvg	0.6	3	3	2	FashionMNIST_splitgp_pat_rho0.6_nc50
10	138	FashionMNIST	FedALA	0.0	3	3	2	FashionMNIST_splitgp_pat_rho0.0_nc50
11	144	FashionMNIST	FedALA	0.4	3	3	2	FashionMNIST_splitgp_pat_rho0.4_nc50
12	150	FashionMNIST	FedALA	0.8	3	3	2	FashionMNIST_splitgp_pat_rho0.8_nc50
13	156	FashionMNIST	FedAS	0.2	3	3	2	FashionMNIST_splitgp_pat_rho0.2_nc50
14	162	FashionMNIST	FedAS	0.6	3	3	2	FashionMNIST_splitgp_pat_rho0.6_nc50
15	168	FashionMNIST	FedAvg	0.0	3	3	2	FashionMNIST_splitgp_pat_rho0.0_nc50
16	174	FashionMNIST	FedAvg	0.4	3	3	2	FashionMNIST_splitgp_pat_rho0.4_nc50
17	180	FashionMNIST	FedAvg	0.8	3	3	2	FashionMNIST_splitgp_pat_rho0.8_nc50
18	186	FashionMNIST	FedBN	0.2	3	3	2	FashionMNIST_splitgp_pat_rho0.2_nc50
19	192	FashionMNIST	FedBN	0.6	3	3	2	FashionMNIST_splitgp_pat_rho0.6_nc50
20	198	FashionMNIST	FedCross	0.0	3	3	2	FashionMNIST_splitgp_pat_rho0.0_nc50
21	204	FashionMNIST	FedCross	0.4	3	3	2	FashionMNIST_splitgp_pat_rho0.4_nc50
22	210	FashionMNIST	FedCross	0.8	3	3	2	FashionMNIST_splitgp_pat_rho0.8_nc50
23	212	FashionMNIST	pFedMe	0.0	2	2	1	FashionMNIST_splitgp_pat_rho0.0_nc50
24	216	FashionMNIST	pFedMe	0.2	3	3	1	FashionMNIST_splitgp_pat_rho0.2_nc50
25	218	FashionMNIST	pFedMe	0.4	2	2	1	FashionMNIST_splitgp_pat_rho0.4_nc50
26	222	FashionMNIST	pFedMe	0.6	3	3	1	FashionMNIST_splitgp_pat_rho0.6_nc50
27	224	FashionMNIST	pFedMe	0.8	2	2	1	FashionMNIST_splitgp_pat_rho0.8_nc50
28	228	FashionMNIST	FedProx	0.0	3	3	1	FashionMNIST_splitgp_pat_rho0.0_nc50
29	230	FashionMNIST	FedProx	0.2	2	2	1	FashionMNIST_splitgp_pat_rho0.2_nc50
30	234	FashionMNIST	FedProx	0.4	3	3	1	FashionMNIST_splitgp_pat_rho0.4_nc50
31	236	FashionMNIST	FedProx	0.6	2	2	1	FashionMNIST_splitgp_pat_rho0.6_nc50
32	240	FashionMNIST	FedProx	0.8	3	3	1	FashionMNIST_splitgp_pat_rho0.8_nc50
