1	99	Cifar10	pFedMe	0.4	3	3	2	Cifar10_splitgp_pat_rho0.4_nc50
2	105	Cifar10	pFedMe	0.8	3	3	1	Cifar10_splitgp_pat_rho0.8_nc50
3	111	Cifar10	FedProx	0.2	3	3	2	Cifar10_splitgp_pat_rho0.2_nc50
4	113	Cifar10	FedProx	0.4	2	2	1	Cifar10_splitgp_pat_rho0.4_nc50
5	117	Cifar10	FedProx	0.6	3	3	1	Cifar10_splitgp_pat_rho0.6_nc50
6	119	Cifar10	FedProx	0.8	2	2	1	Cifar10_splitgp_pat_rho0.8_nc50
7	123	FashionMNIST	cwFedAvg	0.0	3	3	2	FashionMNIST_splitgp_pat_rho0.0_nc50
8	129	FashionMNIST	cwFedAvg	0.4	3	3	2	FashionMNIST_splitgp_pat_rho0.4_nc50
9	135	FashionMNIST	cwFedAvg	0.8	3	3	2	FashionMNIST_splitgp_pat_rho0.8_nc50
10	141	FashionMNIST	FedALA	0.2	3	3	2	FashionMNIST_splitgp_pat_rho0.2_nc50
11	147	FashionMNIST	FedALA	0.6	3	3	2	FashionMNIST_splitgp_pat_rho0.6_nc50
12	153	FashionMNIST	FedAS	0.0	3	3	2	FashionMNIST_splitgp_pat_rho0.0_nc50
13	159	FashionMNIST	FedAS	0.4	3	3	2	FashionMNIST_splitgp_pat_rho0.4_nc50
14	165	FashionMNIST	FedAS	0.8	3	3	2	FashionMNIST_splitgp_pat_rho0.8_nc50
15	171	FashionMNIST	FedAvg	0.2	3	3	2	FashionMNIST_splitgp_pat_rho0.2_nc50
16	177	FashionMNIST	FedAvg	0.6	3	3	2	FashionMNIST_splitgp_pat_rho0.6_nc50
17	183	FashionMNIST	FedBN	0.0	3	3	2	FashionMNIST_splitgp_pat_rho0.0_nc50
18	189	FashionMNIST	FedBN	0.4	3	3	2	FashionMNIST_splitgp_pat_rho0.4_nc50
19	195	FashionMNIST	FedBN	0.8	3	3	2	FashionMNIST_splitgp_pat_rho0.8_nc50
20	201	FashionMNIST	FedCross	0.2	3	3	2	FashionMNIST_splitgp_pat_rho0.2_nc50
21	207	FashionMNIST	FedCross	0.6	3	3	2	FashionMNIST_splitgp_pat_rho0.6_nc50
22	213	FashionMNIST	pFedMe	0.0	3	3	1	FashionMNIST_splitgp_pat_rho0.0_nc50
23	215	FashionMNIST	pFedMe	0.2	2	2	1	FashionMNIST_splitgp_pat_rho0.2_nc50
24	219	FashionMNIST	pFedMe	0.4	3	3	1	FashionMNIST_splitgp_pat_rho0.4_nc50
25	221	FashionMNIST	pFedMe	0.6	2	2	1	FashionMNIST_splitgp_pat_rho0.6_nc50
26	225	FashionMNIST	pFedMe	0.8	3	3	1	FashionMNIST_splitgp_pat_rho0.8_nc50
27	227	FashionMNIST	FedProx	0.0	2	2	1	FashionMNIST_splitgp_pat_rho0.0_nc50
28	231	FashionMNIST	FedProx	0.2	3	3	1	FashionMNIST_splitgp_pat_rho0.2_nc50
29	233	FashionMNIST	FedProx	0.4	2	2	1	FashionMNIST_splitgp_pat_rho0.4_nc50
30	237	FashionMNIST	FedProx	0.6	3	3	1	FashionMNIST_splitgp_pat_rho0.6_nc50
31	239	FashionMNIST	FedProx	0.8	2	2	1	FashionMNIST_splitgp_pat_rho0.8_nc50
