1	92	Cifar10	pFedMe	0.0	2	2	1	Cifar10_splitgp_pat_rho0.0_nc50
2	96	Cifar10	pFedMe	0.2	3	3	1	Cifar10_splitgp_pat_rho0.2_nc50
3	98	Cifar10	pFedMe	0.4	2	2	1	Cifar10_splitgp_pat_rho0.4_nc50
4	102	Cifar10	pFedMe	0.6	3	3	1	Cifar10_splitgp_pat_rho0.6_nc50
5	104	Cifar10	pFedMe	0.8	2	2	1	Cifar10_splitgp_pat_rho0.8_nc50
6	108	Cifar10	FedProx	0.0	3	3	1	Cifar10_splitgp_pat_rho0.0_nc50
7	110	Cifar10	FedProx	0.2	2	2	1	Cifar10_splitgp_pat_rho0.2_nc50
8	114	Cifar10	FedProx	0.4	3	3	1	Cifar10_splitgp_pat_rho0.4_nc50
9	116	Cifar10	FedProx	0.6	2	2	1	Cifar10_splitgp_pat_rho0.6_nc50
10	120	Cifar10	FedProx	0.8	3	3	1	Cifar10_splitgp_pat_rho0.8_nc50
11	126	FashionMNIST	cwFedAvg	0.2	3	3	2	FashionMNIST_splitgp_pat_rho0.2_nc50
12	132	FashionMNIST	cwFedAvg	0.6	3	3	2	FashionMNIST_splitgp_pat_rho0.6_nc50
13	138	FashionMNIST	FedALA	0.0	3	3	2	FashionMNIST_splitgp_pat_rho0.0_nc50
14	144	FashionMNIST	FedALA	0.4	3	3	2	FashionMNIST_splitgp_pat_rho0.4_nc50
15	150	FashionMNIST	FedALA	0.8	3	3	2	FashionMNIST_splitgp_pat_rho0.8_nc50
16	156	FashionMNIST	FedAS	0.2	3	3	2	FashionMNIST_splitgp_pat_rho0.2_nc50
17	162	FashionMNIST	FedAS	0.6	3	3	2	FashionMNIST_splitgp_pat_rho0.6_nc50
18	168	FashionMNIST	FedAvg	0.0	3	3	2	FashionMNIST_splitgp_pat_rho0.0_nc50
19	174	FashionMNIST	FedAvg	0.4	3	3	2	FashionMNIST_splitgp_pat_rho0.4_nc50
20	180	FashionMNIST	FedAvg	0.8	3	3	2	FashionMNIST_splitgp_pat_rho0.8_nc50
21	186	FashionMNIST	FedBN	0.2	3	3	2	FashionMNIST_splitgp_pat_rho0.2_nc50
22	192	FashionMNIST	FedBN	0.6	3	3	2	FashionMNIST_splitgp_pat_rho0.6_nc50
23	198	FashionMNIST	FedCross	0.0	3	3	2	FashionMNIST_splitgp_pat_rho0.0_nc50
24	204	FashionMNIST	FedCross	0.4	3	3	2	FashionMNIST_splitgp_pat_rho0.4_nc50
25	210	FashionMNIST	FedCross	0.8	3	3	2	FashionMNIST_splitgp_pat_rho0.8_nc50
26	212	FashionMNIST	pFedMe	0.0	2	2	1	FashionMNIST_splitgp_pat_rho0.0_nc50
27	216	FashionMNIST	pFedMe	0.2	3	3	1	FashionMNIST_splitgp_pat_rho0.2_nc50
28	218	FashionMNIST	pFedMe	0.4	2	2	1	FashionMNIST_splitgp_pat_rho0.4_nc50
29	222	FashionMNIST	pFedMe	0.6	3	3	1	FashionMNIST_splitgp_pat_rho0.6_nc50
30	224	FashionMNIST	pFedMe	0.8	2	2	1	FashionMNIST_splitgp_pat_rho0.8_nc50
31	228	FashionMNIST	FedProx	0.0	3	3	1	FashionMNIST_splitgp_pat_rho0.0_nc50
32	230	FashionMNIST	FedProx	0.2	2	2	1	FashionMNIST_splitgp_pat_rho0.2_nc50
33	234	FashionMNIST	FedProx	0.4	3	3	1	FashionMNIST_splitgp_pat_rho0.4_nc50
34	236	FashionMNIST	FedProx	0.6	2	2	1	FashionMNIST_splitgp_pat_rho0.6_nc50
35	240	FashionMNIST	FedProx	0.8	3	3	1	FashionMNIST_splitgp_pat_rho0.8_nc50
