1	Cifar10	cwFedAvg	0.0	2	2	1	Cifar10_splitgp_pat_rho0.0_nc50
2	Cifar10	cwFedAvg	0.0	3	3	1	Cifar10_splitgp_pat_rho0.0_nc50
3	Cifar10	cwFedAvg	0.2	2	2	1	Cifar10_splitgp_pat_rho0.2_nc50
4	Cifar10	cwFedAvg	0.2	3	3	1	Cifar10_splitgp_pat_rho0.2_nc50
5	Cifar10	cwFedAvg	0.4	2	2	1	Cifar10_splitgp_pat_rho0.4_nc50
6	Cifar10	cwFedAvg	0.4	3	3	1	Cifar10_splitgp_pat_rho0.4_nc50
7	Cifar10	cwFedAvg	0.6	2	2	1	Cifar10_splitgp_pat_rho0.6_nc50
8	Cifar10	cwFedAvg	0.6	3	3	1	Cifar10_splitgp_pat_rho0.6_nc50
9	Cifar10	cwFedAvg	0.8	2	2	1	Cifar10_splitgp_pat_rho0.8_nc50
10	Cifar10	cwFedAvg	0.8	3	3	1	Cifar10_splitgp_pat_rho0.8_nc50
11	Cifar10	FedALA	0.0	2	2	1	Cifar10_splitgp_pat_rho0.0_nc50
12	Cifar10	FedALA	0.0	3	3	1	Cifar10_splitgp_pat_rho0.0_nc50
13	Cifar10	FedALA	0.2	2	2	1	Cifar10_splitgp_pat_rho0.2_nc50
14	Cifar10	FedALA	0.2	3	3	1	Cifar10_splitgp_pat_rho0.2_nc50
15	Cifar10	FedALA	0.4	2	2	1	Cifar10_splitgp_pat_rho0.4_nc50
16	Cifar10	FedALA	0.4	3	3	1	Cifar10_splitgp_pat_rho0.4_nc50
17	Cifar10	FedALA	0.6	2	2	1	Cifar10_splitgp_pat_rho0.6_nc50
18	Cifar10	FedALA	0.6	3	3	1	Cifar10_splitgp_pat_rho0.6_nc50
19	Cifar10	FedALA	0.8	2	2	1	Cifar10_splitgp_pat_rho0.8_nc50
20	Cifar10	FedALA	0.8	3	3	1	Cifar10_splitgp_pat_rho0.8_nc50
21	Cifar10	FedAS	0.0	2	2	1	Cifar10_splitgp_pat_rho0.0_nc50
22	Cifar10	FedAS	0.0	3	3	1	Cifar10_splitgp_pat_rho0.0_nc50
23	Cifar10	FedAS	0.2	2	2	1	Cifar10_splitgp_pat_rho0.2_nc50
24	Cifar10	FedAS	0.2	3	3	1	Cifar10_splitgp_pat_rho0.2_nc50
25	Cifar10	FedAS	0.4	2	2	1	Cifar10_splitgp_pat_rho0.4_nc50
26	Cifar10	FedAS	0.4	3	3	1	Cifar10_splitgp_pat_rho0.4_nc50
27	Cifar10	FedAS	0.6	2	2	1	Cifar10_splitgp_pat_rho0.6_nc50
28	Cifar10	FedAS	0.6	3	3	1	Cifar10_splitgp_pat_rho0.6_nc50
29	Cifar10	FedAS	0.8	2	2	1	Cifar10_splitgp_pat_rho0.8_nc50
30	Cifar10	FedAS	0.8	3	3	1	Cifar10_splitgp_pat_rho0.8_nc50
31	Cifar10	FedAvg	0.0	2	2	1	Cifar10_splitgp_pat_rho0.0_nc50
32	Cifar10	FedAvg	0.0	3	3	1	Cifar10_splitgp_pat_rho0.0_nc50
33	Cifar10	FedAvg	0.2	2	2	1	Cifar10_splitgp_pat_rho0.2_nc50
34	Cifar10	FedAvg	0.2	3	3	1	Cifar10_splitgp_pat_rho0.2_nc50
35	Cifar10	FedAvg	0.4	2	2	1	Cifar10_splitgp_pat_rho0.4_nc50
36	Cifar10	FedAvg	0.4	3	3	1	Cifar10_splitgp_pat_rho0.4_nc50
37	Cifar10	FedAvg	0.6	2	2	1	Cifar10_splitgp_pat_rho0.6_nc50
38	Cifar10	FedAvg	0.6	3	3	1	Cifar10_splitgp_pat_rho0.6_nc50
39	Cifar10	FedAvg	0.8	2	2	1	Cifar10_splitgp_pat_rho0.8_nc50
40	Cifar10	FedAvg	0.8	3	3	1	Cifar10_splitgp_pat_rho0.8_nc50
41	Cifar10	FedBN	0.0	2	2	1	Cifar10_splitgp_pat_rho0.0_nc50
42	Cifar10	FedBN	0.0	3	3	1	Cifar10_splitgp_pat_rho0.0_nc50
43	Cifar10	FedBN	0.2	2	2	1	Cifar10_splitgp_pat_rho0.2_nc50
44	Cifar10	FedBN	0.2	3	3	1	Cifar10_splitgp_pat_rho0.2_nc50
