1	1	Cifar10	cwFedAvg	0.0	1	1	0	Cifar10_splitgp_pat_rho0.0_nc50
2	2	Cifar10	cwFedAvg	0.0	2	2	0	Cifar10_splitgp_pat_rho0.0_nc50
3	3	Cifar10	cwFedAvg	0.0	3	3	0	Cifar10_splitgp_pat_rho0.0_nc50
4	4	Cifar10	cwFedAvg	0.2	1	1	0	Cifar10_splitgp_pat_rho0.2_nc50
5	5	Cifar10	cwFedAvg	0.2	2	2	0	Cifar10_splitgp_pat_rho0.2_nc50
6	6	Cifar10	cwFedAvg	0.2	3	3	0	Cifar10_splitgp_pat_rho0.2_nc50
7	7	Cifar10	cwFedAvg	0.4	1	1	0	Cifar10_splitgp_pat_rho0.4_nc50
8	8	Cifar10	cwFedAvg	0.4	2	2	0	Cifar10_splitgp_pat_rho0.4_nc50
9	9	Cifar10	cwFedAvg	0.4	3	3	0	Cifar10_splitgp_pat_rho0.4_nc50
10	10	Cifar10	cwFedAvg	0.6	1	1	0	Cifar10_splitgp_pat_rho0.6_nc50
11	11	Cifar10	cwFedAvg	0.6	2	2	0	Cifar10_splitgp_pat_rho0.6_nc50
12	12	Cifar10	cwFedAvg	0.6	3	3	0	Cifar10_splitgp_pat_rho0.6_nc50
13	13	Cifar10	cwFedAvg	0.8	1	1	0	Cifar10_splitgp_pat_rho0.8_nc50
14	14	Cifar10	cwFedAvg	0.8	2	2	0	Cifar10_splitgp_pat_rho0.8_nc50
15	15	Cifar10	cwFedAvg	0.8	3	3	0	Cifar10_splitgp_pat_rho0.8_nc50
16	16	FashionMNIST	cwFedAvg	0.0	1	1	0	FashionMNIST_splitgp_pat_rho0.0_nc50
17	17	FashionMNIST	cwFedAvg	0.0	2	2	0	FashionMNIST_splitgp_pat_rho0.0_nc50
18	18	FashionMNIST	cwFedAvg	0.0	3	3	0	FashionMNIST_splitgp_pat_rho0.0_nc50
19	19	FashionMNIST	cwFedAvg	0.2	1	1	0	FashionMNIST_splitgp_pat_rho0.2_nc50
20	20	FashionMNIST	cwFedAvg	0.2	2	2	0	FashionMNIST_splitgp_pat_rho0.2_nc50
21	21	FashionMNIST	cwFedAvg	0.2	3	3	0	FashionMNIST_splitgp_pat_rho0.2_nc50
22	22	FashionMNIST	cwFedAvg	0.4	1	1	0	FashionMNIST_splitgp_pat_rho0.4_nc50
23	23	FashionMNIST	cwFedAvg	0.4	2	2	0	FashionMNIST_splitgp_pat_rho0.4_nc50
24	24	FashionMNIST	cwFedAvg	0.4	3	3	0	FashionMNIST_splitgp_pat_rho0.4_nc50
25	25	FashionMNIST	cwFedAvg	0.6	1	1	0	FashionMNIST_splitgp_pat_rho0.6_nc50
26	26	FashionMNIST	cwFedAvg	0.6	2	2	0	FashionMNIST_splitgp_pat_rho0.6_nc50
27	27	FashionMNIST	cwFedAvg	0.6	3	3	0	FashionMNIST_splitgp_pat_rho0.6_nc50
28	28	FashionMNIST	cwFedAvg	0.8	1	1	0	FashionMNIST_splitgp_pat_rho0.8_nc50
29	29	FashionMNIST	cwFedAvg	0.8	2	2	0	FashionMNIST_splitgp_pat_rho0.8_nc50
30	30	FashionMNIST	cwFedAvg	0.8	3	3	0	FashionMNIST_splitgp_pat_rho0.8_nc50
